tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
53067012310,53,WA,067,Thurston County,012310,"2,164",79,"2,626",3.0%,81,"3,165",2.6%,456,"1,707",26.7%,5.7%,-0.1%
53067012320,53,WA,067,Thurston County,012320,986,8,383,2.1%,6,"1,272",0.5%,48,249,19.3%,5.7%,-0.1%
53067012330,53,WA,067,Thurston County,012330,"1,399",28,869,3.2%,37,"1,986",1.9%,164,565,29.0%,5.7%,-0.1%
53067012410,53,WA,067,Thurston County,012410,"2,948",96,"2,404",4.0%,1,"3,619",0.0%,558,"1,563",35.7%,5.7%,-0.1%
53067012420,53,WA,067,Thurston County,012420,"1,287",25,"1,063",2.4%,0,"1,458",0.0%,146,691,21.1%,5.7%,-0.1%
53067012500,53,WA,067,Thurston County,012500,"3,639",148,"3,917",3.8%,0,"4,062",0.0%,859,"2,546",33.7%,5.7%,-0.1%
53067012600,53,WA,067,Thurston County,012600,"3,145",65,"2,243",2.9%,0,"2,883",0.0%,375,"1,458",25.7%,5.7%,-0.1%
53067012700,53,WA,067,Thurston County,012700,"3,929",84,"2,824",3.0%,0,"4,577",0.0%,485,"1,836",26.4%,5.7%,-0.1%
53069950100,53,WA,069,Wahkiakum County,950100,"1,544",17,517,3.3%,0,"1,293",0.0%,75,336,22.3%,8.5%,0.0%
53071920000,53,WA,071,Walla Walla County,920000,"1,737",12,432,2.8%,0,"1,321",0.0%,69,281,24.6%,5.5%,0.0%
53071920100,53,WA,071,Walla Walla County,920100,"1,752",12,452,2.7%,0,"1,344",0.0%,70,294,23.8%,5.5%,0.0%
53071920200,53,WA,071,Walla Walla County,920200,967,7,423,1.7%,33,"1,610",2.0%,40,275,14.5%,5.5%,0.0%
53071920300,53,WA,071,Walla Walla County,920300,"2,881",22,997,2.2%,138,"3,401",4.1%,133,648,20.5%,5.5%,0.0%
53071920400,53,WA,071,Walla Walla County,920400,4,0,2,0.0%,0,6,0.0%,0,1,0.0%,5.4%,0.0%
53071920500,53,WA,071,Walla Walla County,920500,929,9,226,4.0%,68,914,7.4%,56,147,38.1%,5.4%,0.0%
53071920600,53,WA,071,Walla Walla County,920600,"2,290",18,566,3.2%,117,"2,666",4.4%,107,368,29.1%,5.4%,0.0%
53071920701,53,WA,071,Walla Walla County,920701,"1,626",11,557,2.0%,113,"1,904",5.9%,66,362,18.2%,5.4%,0.0%
53071920702,53,WA,071,Walla Walla County,920702,"1,828",23,901,2.6%,78,"1,913",4.1%,138,586,23.5%,5.4%,0.0%
53071920800,53,WA,071,Walla Walla County,920800,"2,969",28,981,2.9%,159,"3,131",5.1%,170,638,26.6%,5.4%,0.0%
53071920900,53,WA,071,Walla Walla County,920900,"2,667",26,"1,443",1.8%,28,"3,307",0.8%,157,938,16.7%,5.5%,0.0%
53073000100,53,WA,073,Whatcom County,000100,"2,345",32,"1,844",1.7%,39,"3,712",1.1%,193,"1,199",16.1%,5.4%,0.0%
53073000200,53,WA,073,Whatcom County,000200,"3,001",26,"1,278",2.0%,149,"4,146",3.6%,155,831,18.7%,5.4%,0.0%
53073000300,53,WA,073,Whatcom County,000300,"2,557",17,855,2.0%,106,"2,909",3.6%,102,556,18.3%,5.3%,0.0%
53073000400,53,WA,073,Whatcom County,000400,"2,793",14,"1,428",1.0%,122,"3,105",3.9%,92,928,9.9%,5.3%,0.0%
53073000500,53,WA,073,Whatcom County,000500,"3,328",19,"1,172",1.6%,182,"3,545",5.1%,116,762,15.2%,5.3%,0.0%
53073000600,53,WA,073,Whatcom County,000600,411,0,100,0.0%,25,779,3.2%,3,65,4.6%,5.3%,0.0%
53073000700,53,WA,073,Whatcom County,000700,"2,394",20,"1,025",2.0%,161,"2,762",5.8%,125,666,18.8%,5.3%,0.0%
53073000801,53,WA,073,Whatcom County,000801,"4,011",34,"3,103",1.1%,110,"5,677",1.9%,215,"2,017",10.7%,5.4%,0.0%
53073000802,53,WA,073,Whatcom County,000802,"3,829",82,"3,980",2.1%,284,"5,511",5.2%,489,"2,587",18.9%,5.5%,0.0%
53073000900,53,WA,073,Whatcom County,000900,"4,163",29,"2,246",1.3%,165,"5,093",3.2%,183,"1,460",12.5%,5.3%,0.0%
53073001000,53,WA,073,Whatcom County,001000,"1,645",3,272,1.1%,102,"1,615",6.3%,18,177,10.2%,5.3%,0.0%
53073001100,53,WA,073,Whatcom County,001100,"2,962",5,"1,009",0.5%,167,"3,362",5.0%,34,656,5.2%,5.3%,0.0%
53073001200,53,WA,073,Whatcom County,001200,"4,164",10,878,1.1%,100,"4,959",2.0%,62,571,10.9%,5.3%,0.0%
53073010100,53,WA,073,Whatcom County,010100,"2,235",40,"1,332",3.0%,0,"2,442",0.0%,238,866,27.5%,5.5%,0.0%
53073010200,53,WA,073,Whatcom County,010200,"2,426",32,"1,241",2.6%,0,"2,042",0.0%,187,807,23.2%,5.5%,0.0%
53073010301,53,WA,073,Whatcom County,010301,"2,221",25,"1,191",2.1%,18,"2,623",0.7%,151,774,19.5%,5.5%,0.0%
53073010302,53,WA,073,Whatcom County,010302,"1,320",19,866,2.2%,16,"1,596",1.0%,112,563,19.9%,5.5%,0.0%
53073010303,53,WA,073,Whatcom County,010303,"1,376",24,"1,115",2.2%,5,"1,941",0.3%,145,725,20.0%,5.5%,0.0%
53073010401,53,WA,073,Whatcom County,010401,"2,464",38,"1,640",2.3%,2,"2,843",0.1%,224,"1,066",21.0%,5.5%,0.0%
53073010402,53,WA,073,Whatcom County,010402,"3,071",57,"2,589",2.2%,0,"5,539",0.0%,339,"1,683",20.1%,5.5%,0.0%
53073010501,53,WA,073,Whatcom County,010501,"2,005",26,"1,712",1.5%,0,"2,446",0.0%,158,"1,113",14.2%,5.5%,0.0%
53073010502,53,WA,073,Whatcom County,010502,"2,231",33,"1,466",2.3%,0,"2,476",0.0%,198,953,20.8%,5.5%,0.0%
53073010600,53,WA,073,Whatcom County,010600,"1,950",26,"1,106",2.4%,0,"2,098",0.0%,157,719,21.8%,5.5%,0.0%
53073010700,53,WA,073,Whatcom County,010700,"3,119",30,"1,789",1.7%,0,"3,453",0.0%,179,"1,163",15.4%,5.5%,0.0%
53073010800,53,WA,073,Whatcom County,010800,"1,456",9,458,2.0%,0,"1,786",0.0%,53,298,17.8%,5.5%,0.0%
53073010900,53,WA,073,Whatcom County,010900,363,3,177,1.7%,0,522,0.0%,18,115,15.7%,5.5%,0.0%
53073011000,53,WA,073,Whatcom County,011000,624,5,317,1.6%,0,"1,250",0.0%,30,206,14.6%,5.5%,0.0%
53075000100,53,WA,075,Whitman County,000100,"1,218",0,57,0.0%,75,"1,428",5.3%,1,37,2.7%,5.9%,0.0%
53075000200,53,WA,075,Whitman County,000200,"2,634",11,840,1.3%,165,"2,678",6.2%,59,546,10.8%,5.9%,0.0%
53075000300,53,WA,075,Whitman County,000300,"1,431",7,529,1.3%,34,"1,711",2.0%,36,344,10.5%,5.9%,0.0%
53075000400,53,WA,075,Whitman County,000400,"1,591",3,378,0.8%,66,"1,918",3.4%,18,246,7.3%,5.9%,0.0%
53075000500,53,WA,075,Whitman County,000500,226,0,3,0.0%,7,179,3.9%,0,2,0.0%,5.9%,0.0%
53075000600,53,WA,075,Whitman County,000600,"2,584",0,72,0.0%,379,"3,810",9.9%,2,47,4.3%,5.9%,0.0%
53075000700,53,WA,075,Whitman County,000700,"1,511",12,392,3.1%,0,930,0.0%,69,255,27.1%,5.7%,0.0%
53075000800,53,WA,075,Whitman County,000800,"1,461",13,440,3.0%,116,"1,591",7.3%,74,286,25.9%,5.7%,0.0%
53075000900,53,WA,075,Whitman County,000900,"1,663",11,334,3.3%,0,919,0.0%,62,217,28.6%,5.7%,0.0%
53075001000,53,WA,075,Whitman County,001000,928,2,172,1.2%,0,465,0.0%,13,112,11.6%,5.7%,0.0%
53077000100,53,WA,077,Yakima County,000100,926,3,58,5.2%,96,904,10.6%,13,38,34.2%,7.6%,0.0%
53077000200,53,WA,077,Yakima County,000200,"1,635",14,226,6.2%,118,"1,803",6.5%,73,147,49.7%,7.6%,0.0%
53077000300,53,WA,077,Yakima County,000300,"1,956",9,260,3.5%,95,"2,252",4.2%,47,169,27.8%,7.6%,0.0%
53077000400,53,WA,077,Yakima County,000400,"2,740",30,"1,440",2.1%,125,"3,329",3.8%,129,936,13.8%,7.5%,0.0%
53077000500,53,WA,077,Yakima County,000500,"1,980",21,677,3.1%,108,"2,260",4.8%,103,440,23.4%,7.6%,0.0%
53077000600,53,WA,077,Yakima County,000600,"1,907",22,415,5.3%,154,"2,193",7.0%,117,270,43.3%,7.6%,0.0%
53077000700,53,WA,077,Yakima County,000700,"2,616",39,806,4.8%,157,"2,810",5.6%,203,524,38.7%,7.6%,0.0%
53077000800,53,WA,077,Yakima County,000800,"1,900",26,968,2.7%,51,"1,934",2.6%,118,629,18.8%,7.6%,0.0%
53077000900,53,WA,077,Yakima County,000900,"4,173",52,"1,783",2.9%,159,"4,742",3.4%,246,"1,159",21.2%,7.5%,0.0%
53077001000,53,WA,077,Yakima County,001000,"2,360",32,885,3.6%,74,"2,488",3.0%,161,575,28.0%,7.6%,0.0%
53077001100,53,WA,077,Yakima County,001100,"2,485",35,"1,006",3.5%,78,"2,736",2.9%,172,654,26.3%,7.6%,0.0%
53077001200,53,WA,077,Yakima County,001200,"3,343",50,986,5.1%,143,"3,590",4.0%,262,641,40.9%,7.6%,0.0%
53077001300,53,WA,077,Yakima County,001300,920,14,260,5.4%,82,"1,035",7.9%,72,169,42.6%,7.4%,0.0%
53077001400,53,WA,077,Yakima County,001400,"1,229",13,251,5.2%,58,"1,284",4.5%,67,163,41.1%,7.3%,0.0%
53077001500,53,WA,077,Yakima County,001500,"2,649",20,395,5.1%,243,"2,805",8.7%,102,257,39.7%,7.6%,0.0%
53077001600,53,WA,077,Yakima County,001600,"3,247",40,"1,458",2.7%,73,"3,818",1.9%,193,948,20.4%,7.3%,0.0%
53077001700,53,WA,077,Yakima County,001700,"2,153",39,"1,151",3.4%,0,"2,384",0.0%,195,748,26.1%,7.3%,0.0%
53077001800,53,WA,077,Yakima County,001800,"2,170",18,538,3.3%,1,"2,507",0.0%,93,350,26.6%,7.3%,0.0%
53077001900,53,WA,077,Yakima County,001900,"2,327",48,948,5.1%,96,"2,689",3.6%,255,616,41.4%,7.3%,0.0%
53077002001,53,WA,077,Yakima County,002001,"2,028",34,572,5.9%,104,"2,106",4.9%,182,372,48.9%,7.3%,0.0%
53077002002,53,WA,077,Yakima County,002002,"2,178",38,723,5.3%,65,"2,489",2.6%,201,470,42.8%,7.3%,0.0%
53077002100,53,WA,077,Yakima County,002100,"2,178",29,681,4.3%,3,"1,790",0.2%,150,443,33.9%,7.3%,0.0%
53077002200,53,WA,077,Yakima County,002200,"2,169",24,746,3.2%,0,"1,773",0.0%,121,485,24.9%,7.3%,0.0%
53077002300,53,WA,077,Yakima County,002300,"2,453",28,658,4.3%,66,"2,525",2.6%,146,428,34.1%,7.3%,0.0%
53077002400,53,WA,077,Yakima County,002400,"1,215",7,174,4.0%,3,"1,113",0.3%,37,113,32.7%,7.3%,0.0%
53077002500,53,WA,077,Yakima County,002500,"1,660",17,372,4.6%,77,"1,696",4.5%,87,242,36.0%,7.3%,0.0%
53077002600,53,WA,077,Yakima County,002600,"1,858",12,283,4.2%,2,"1,490",0.1%,62,184,33.7%,7.3%,0.0%
53077002701,53,WA,077,Yakima County,002701,743,6,129,4.7%,0,288,0.0%,29,84,34.5%,7.3%,0.0%
53077002702,53,WA,077,Yakima County,002702,"1,153",6,160,3.8%,1,724,0.1%,30,104,28.8%,7.3%,0.0%
53077002800,53,WA,077,Yakima County,002800,"3,422",49,"2,040",2.4%,20,"4,354",0.5%,230,"1,326",17.3%,7.3%,0.0%
53077002900,53,WA,077,Yakima County,002900,"2,016",16,631,2.5%,1,"1,670",0.1%,77,410,18.8%,7.3%,0.0%
53077003000,53,WA,077,Yakima County,003000,"2,903",23,949,2.4%,0,"2,807",0.0%,107,617,17.3%,7.3%,0.0%
53077003100,53,WA,077,Yakima County,003100,"3,249",38,"1,523",2.5%,4,"3,412",0.1%,177,990,17.9%,7.3%,0.0%
53077003200,53,WA,077,Yakima County,003200,"2,076",28,"1,049",2.7%,41,"2,380",1.7%,132,682,19.4%,7.3%,0.0%
