tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
53033032320,53,WA,033,King County,032320,"1,317",3,"1,145",0.3%,0,"1,326",0.0%,51,744,6.9%,3.9%,0.0%
53033032321,53,WA,033,King County,032321,"1,029",0,"1,018",0.0%,7,"1,257",0.6%,28,662,4.2%,3.9%,0.0%
53033032322,53,WA,033,King County,032322,"1,102",1,766,0.1%,4,"1,126",0.4%,27,498,5.4%,3.9%,0.0%
53033032323,53,WA,033,King County,032323,"1,842",6,"1,306",0.5%,6,"1,978",0.3%,84,849,9.9%,3.3%,0.0%
53033032324,53,WA,033,King County,032324,"2,003",8,"1,263",0.6%,12,"2,238",0.5%,95,821,11.6%,3.3%,0.0%
53033032325,53,WA,033,King County,032325,"2,196",3,"1,157",0.3%,12,"2,392",0.5%,63,752,8.4%,3.3%,0.0%
53033032401,53,WA,033,King County,032401,"1,611",21,"1,786",1.2%,0,"1,618",0.0%,176,"1,161",15.2%,3.9%,0.0%
53033032402,53,WA,033,King County,032402,"1,688",17,"2,009",0.8%,0,"1,972",0.0%,156,"1,306",11.9%,3.9%,0.0%
53033032500,53,WA,033,King County,032500,"1,729",16,"1,398",1.1%,0,"1,437",0.0%,137,909,15.1%,3.9%,0.0%
53033032601,53,WA,033,King County,032601,"1,034",6,660,0.9%,0,722,0.0%,52,429,12.1%,3.9%,0.0%
53033032602,53,WA,033,King County,032602,891,25,"4,126",0.6%,0,"2,997",0.0%,265,"2,682",9.9%,3.9%,0.0%
53033032702,53,WA,033,King County,032702,"2,256",29,"2,317",1.3%,0,"2,327",0.0%,236,"1,506",15.7%,3.9%,0.0%
53033032703,53,WA,033,King County,032703,749,8,611,1.3%,0,404,0.0%,62,397,15.6%,3.9%,0.0%
53033032704,53,WA,033,King County,032704,"2,321",14,"1,512",0.9%,0,"1,988",0.0%,126,983,12.8%,3.9%,0.0%
53033032800,53,WA,033,King County,032800,"1,037",8,"1,078",0.7%,0,"1,023",0.0%,81,701,11.6%,3.9%,0.0%
53035080101,53,WA,035,Kitsap County,080101,"1,084",14,451,3.1%,79,"1,236",6.4%,63,293,21.5%,7.4%,-1.0%
53035080102,53,WA,035,Kitsap County,080102,"1,810",35,818,4.3%,35,"2,024",1.7%,174,532,32.7%,7.6%,-1.0%
53035080200,53,WA,035,Kitsap County,080200,"1,430",20,609,3.3%,25,"1,525",1.6%,95,396,24.0%,7.2%,-1.0%
53035080300,53,WA,035,Kitsap County,080300,"1,417",11,309,3.6%,60,"1,641",3.7%,52,201,25.9%,7.8%,-1.0%
53035080400,53,WA,035,Kitsap County,080400,"1,613",24,837,2.9%,99,"1,796",5.5%,113,544,20.8%,7.4%,-1.0%
53035080500,53,WA,035,Kitsap County,080500,"1,316",13,326,4.0%,173,"1,567",11.0%,61,212,28.8%,7.9%,-1.0%
53035080600,53,WA,035,Kitsap County,080600,"2,015",51,"1,121",4.5%,195,"2,271",8.6%,248,729,34.0%,7.9%,-1.0%
53035080700,53,WA,035,Kitsap County,080700,"1,422",17,749,2.3%,167,"1,622",10.3%,81,487,16.6%,7.0%,-1.0%
53035080800,53,WA,035,Kitsap County,080800,735,0,0,###############################################################################################################################################################################################################################################################,273,872,31.3%,0,0,###############################################################################################################################################################################################################################################################,7.9%,-1.0%
53035080900,53,WA,035,Kitsap County,080900,"1,813",24,845,2.8%,132,"2,047",6.4%,116,549,21.1%,6.9%,-1.0%
53035081000,53,WA,035,Kitsap County,081000,"2,068",44,"1,120",3.9%,265,"2,320",11.4%,233,728,32.0%,6.8%,-1.0%
53035081100,53,WA,035,Kitsap County,081100,"1,107",27,681,4.0%,151,"1,294",11.7%,131,443,29.6%,7.9%,-1.0%
53035081200,53,WA,035,Kitsap County,081200,"1,304",30,698,4.3%,121,"1,468",8.2%,144,454,31.7%,7.9%,-1.0%
53035081400,53,WA,035,Kitsap County,081400,36,0,0,###############################################################################################################################################################################################################################################################,1,43,2.3%,0,0,###############################################################################################################################################################################################################################################################,7.9%,-1.0%
53035090101,53,WA,035,Kitsap County,090101,"1,863",25,"1,211",2.1%,0,"2,205",0.0%,131,787,16.6%,6.0%,-1.0%
53035090102,53,WA,035,Kitsap County,090102,"1,904",23,"1,252",1.8%,0,"1,613",0.0%,120,814,14.7%,6.0%,-1.0%
53035090200,53,WA,035,Kitsap County,090200,"2,886",35,"2,034",1.7%,0,"3,354",0.0%,182,"1,322",13.8%,6.0%,-1.0%
53035090300,53,WA,035,Kitsap County,090300,"1,282",0,6,0.0%,0,"1,321",0.0%,0,4,0.0%,6.0%,-1.0%
53035090400,53,WA,035,Kitsap County,090400,"1,500",17,966,1.8%,0,"1,619",0.0%,91,628,14.5%,6.0%,-1.0%
53035090500,53,WA,035,Kitsap County,090500,"2,985",26,"1,797",1.4%,0,"3,482",0.0%,133,"1,168",11.4%,6.0%,-1.0%
53035090601,53,WA,035,Kitsap County,090601,"2,164",28,"1,260",2.2%,0,"2,044",0.0%,148,819,18.1%,6.0%,-1.0%
53035090602,53,WA,035,Kitsap County,090602,"1,125",19,845,2.2%,0,850,0.0%,104,549,18.9%,6.0%,-1.0%
53035090700,53,WA,035,Kitsap County,090700,"1,790",10,"1,117",0.9%,0,"1,909",0.0%,47,726,6.5%,6.0%,-1.0%
53035090800,53,WA,035,Kitsap County,090800,"1,471",10,945,1.1%,0,"1,564",0.0%,50,614,8.1%,6.0%,-1.0%
53035090900,53,WA,035,Kitsap County,090900,"2,506",12,"1,457",0.8%,157,"3,402",4.6%,53,947,5.6%,6.0%,-1.0%
53035091000,53,WA,035,Kitsap County,091000,"2,202",15,"1,612",0.9%,0,"2,531",0.0%,69,"1,048",6.6%,6.0%,-1.0%
53035091100,53,WA,035,Kitsap County,091100,"1,601",19,"1,078",1.8%,0,"1,590",0.0%,97,701,13.8%,6.0%,-1.0%
53035091201,53,WA,035,Kitsap County,091201,"1,431",17,788,2.2%,1,"1,615",0.1%,91,512,17.8%,6.0%,-1.0%
53035091203,53,WA,035,Kitsap County,091203,"2,796",27,"1,281",2.1%,0,"3,098",0.0%,145,833,17.4%,6.0%,-1.0%
53035091204,53,WA,035,Kitsap County,091204,"1,235",11,552,2.0%,0,"1,323",0.0%,60,359,16.7%,6.0%,-1.0%
53035091301,53,WA,035,Kitsap County,091301,"1,313",25,"1,049",2.4%,0,"1,637",0.0%,134,682,19.6%,6.0%,-1.0%
53035091302,53,WA,035,Kitsap County,091302,"1,751",17,"1,240",1.4%,0,"1,828",0.0%,85,806,10.5%,6.0%,-1.0%
53035091400,53,WA,035,Kitsap County,091400,"1,244",14,717,2.0%,79,"1,369",5.8%,75,466,16.1%,6.0%,-1.0%
53035091500,53,WA,035,Kitsap County,091500,"1,270",24,969,2.5%,0,"1,384",0.0%,130,630,20.6%,6.0%,-1.0%
53035091600,53,WA,035,Kitsap County,091600,"2,507",29,"1,071",2.7%,20,"2,551",0.8%,155,696,22.3%,6.0%,-1.0%
53035091700,53,WA,035,Kitsap County,091700,"2,455",55,"1,966",2.8%,5,"2,770",0.2%,303,"1,278",23.7%,6.0%,-1.0%
53035091800,53,WA,035,Kitsap County,091800,"1,092",20,765,2.6%,5,"1,156",0.4%,106,497,21.3%,6.0%,-1.0%
53035091900,53,WA,035,Kitsap County,091900,"1,218",20,818,2.4%,34,"1,622",2.1%,108,532,20.3%,6.0%,-1.0%
53035092000,53,WA,035,Kitsap County,092000,"1,673",22,"1,138",1.9%,1,"1,759",0.1%,117,740,15.8%,6.0%,-1.0%
53035092100,53,WA,035,Kitsap County,092100,"1,847",31,"1,234",2.5%,31,"2,239",1.4%,169,802,21.1%,6.0%,-1.0%
53035092200,53,WA,035,Kitsap County,092200,"2,399",45,"1,278",3.5%,171,"3,003",5.7%,252,831,30.3%,6.0%,-1.0%
53035092300,53,WA,035,Kitsap County,092300,"1,916",43,"1,168",3.7%,9,"2,254",0.4%,237,759,31.2%,6.0%,-1.0%
53035092400,53,WA,035,Kitsap County,092400,"2,447",43,"1,305",3.3%,53,"2,546",2.1%,240,848,28.3%,6.0%,-1.0%
53035092500,53,WA,035,Kitsap County,092500,"1,747",36,"1,297",2.8%,61,"2,248",2.7%,197,843,23.4%,6.0%,-1.0%
53035092600,53,WA,035,Kitsap County,092600,"2,045",51,"1,809",2.8%,0,"2,009",0.0%,281,"1,176",23.9%,6.0%,-1.0%
53035092700,53,WA,035,Kitsap County,092700,"2,591",43,"1,968",2.2%,0,"2,579",0.0%,230,"1,279",18.0%,6.0%,-1.0%
53035092801,53,WA,035,Kitsap County,092801,"1,447",26,906,2.9%,0,"1,593",0.0%,141,589,23.9%,6.0%,-1.0%
53035092802,53,WA,035,Kitsap County,092802,"1,276",20,"1,003",2.0%,0,"1,320",0.0%,108,652,16.6%,6.0%,-1.0%
53035092803,53,WA,035,Kitsap County,092803,927,15,569,2.6%,0,856,0.0%,84,370,22.7%,6.0%,-1.0%
53035092901,53,WA,035,Kitsap County,092901,"1,673",25,"1,043",2.4%,0,"1,964",0.0%,136,678,20.1%,6.0%,-1.0%
53035092902,53,WA,035,Kitsap County,092902,"1,644",34,"1,378",2.5%,0,"1,707",0.0%,185,896,20.6%,6.0%,-1.0%
53037975100,53,WA,037,Kittitas County,975100,"2,384",32,"1,418",2.3%,50,"1,614",3.1%,178,922,19.3%,6.0%,0.0%
53037975200,53,WA,037,Kittitas County,975200,"1,656",23,"1,014",2.3%,0,"1,947",0.0%,126,659,19.1%,6.0%,0.0%
53037975300,53,WA,037,Kittitas County,975300,"1,135",17,835,2.0%,0,"1,995",0.0%,92,543,16.9%,6.0%,0.0%
53037975401,53,WA,037,Kittitas County,975401,"1,892",9,403,2.2%,146,"2,193",6.7%,50,262,19.1%,6.0%,0.0%
53037975402,53,WA,037,Kittitas County,975402,"2,208",10,598,1.7%,133,"2,448",5.4%,55,389,14.1%,6.0%,0.0%
53037975500,53,WA,037,Kittitas County,975500,"1,824",15,745,2.0%,40,"2,335",1.7%,84,484,17.4%,6.0%,0.0%
53037975600,53,WA,037,Kittitas County,975600,"1,047",9,294,3.1%,107,"1,325",8.1%,53,191,27.7%,6.0%,0.0%
53037975700,53,WA,037,Kittitas County,975700,"1,259",18,625,2.9%,1,922,0.1%,104,406,25.6%,6.0%,0.0%
53039950100,53,WA,039,Klickitat County,950100,"3,182",26,628,4.1%,1,"2,714",0.0%,124,408,30.4%,8.4%,0.0%
53039950200,53,WA,039,Klickitat County,950200,"1,684",11,323,3.4%,0,674,0.0%,52,210,24.8%,8.4%,0.0%
53039950300,53,WA,039,Klickitat County,950300,"2,615",19,932,2.0%,0,941,0.0%,67,606,11.1%,8.4%,0.0%
53041970100,53,WA,041,Lewis County,970100,"1,013",16,600,2.7%,0,"1,204",0.0%,65,390,16.7%,8.7%,0.0%
53041970200,53,WA,041,Lewis County,970200,"1,078",14,422,3.3%,0,"1,378",0.0%,63,274,23.0%,8.7%,0.0%
53041970300,53,WA,041,Lewis County,970300,"1,926",15,483,3.1%,64,"2,147",3.0%,65,314,20.7%,8.7%,0.0%
53041970400,53,WA,041,Lewis County,970400,"1,867",44,948,4.6%,73,"2,315",3.2%,208,616,33.8%,8.7%,0.0%
53041970500,53,WA,041,Lewis County,970500,735,21,469,4.5%,49,893,5.5%,99,305,32.5%,8.7%,0.0%
53041970600,53,WA,041,Lewis County,970600,831,13,306,4.2%,42,853,4.9%,62,199,31.2%,8.7%,0.0%
53041970700,53,WA,041,Lewis County,970700,"1,636",43,777,5.5%,201,"1,765",11.4%,211,505,41.8%,8.7%,0.0%
53041970800,53,WA,041,Lewis County,970800,"1,406",26,646,4.0%,65,"1,519",4.3%,116,420,27.6%,8.7%,0.0%
53041970900,53,WA,041,Lewis County,970900,662,10,271,3.7%,65,723,9.0%,47,176,26.7%,8.7%,0.0%
53041971000,53,WA,041,Lewis County,971000,"1,122",20,534,3.7%,29,"1,225",2.4%,87,347,25.1%,8.7%,0.0%
53041971100,53,WA,041,Lewis County,971100,"1,257",14,468,3.0%,0,"1,230",0.0%,56,304,18.4%,8.7%,0.0%
53041971200,53,WA,041,Lewis County,971200,"1,042",14,388,3.6%,2,"1,113",0.2%,64,252,25.4%,8.7%,0.0%
53041971300,53,WA,041,Lewis County,971300,"1,740",27,755,3.6%,0,"1,545",0.0%,121,491,24.6%,8.7%,0.0%
53041971400,53,WA,041,Lewis County,971400,803,11,349,3.2%,0,963,0.0%,47,227,20.7%,8.7%,0.0%
53041971500,53,WA,041,Lewis County,971500,"2,274",43,"1,037",4.1%,0,"1,825",0.0%,196,674,29.1%,8.7%,0.0%
53041971600,53,WA,041,Lewis County,971600,"1,310",22,491,4.5%,0,906,0.0%,102,319,32.0%,8.7%,0.0%
53041971700,53,WA,041,Lewis County,971700,"1,610",26,685,3.8%,0,"1,288",0.0%,116,445,26.1%,8.7%,0.0%
53041971800,53,WA,041,Lewis County,971800,"1,455",18,449,4.0%,0,"1,049",0.0%,81,292,27.7%,8.7%,0.0%
53041971900,53,WA,041,Lewis County,971900,"1,169",17,334,5.1%,0,374,0.0%,80,217,36.9%,8.7%,0.0%
53041972000,53,WA,041,Lewis County,972000,"1,426",12,332,3.6%,0,780,0.0%,56,216,25.9%,8.7%,0.0%
53043960100,53,WA,043,Lincoln County,960100,721,8,228,3.5%,0,114,0.0%,48,148,32.4%,6.0%,0.0%
53043960200,53,WA,043,Lincoln County,960200,"1,003",7,291,2.4%,1,970,0.1%,37,189,19.6%,6.0%,0.0%
53043960300,53,WA,043,Lincoln County,960300,"1,144",6,211,2.8%,6,660,0.9%,36,137,26.3%,6.0%,0.0%
53043960400,53,WA,043,Lincoln County,960400,"1,312",12,266,4.5%,0,470,0.0%,69,173,39.9%,6.0%,0.0%
53045960100,53,WA,045,Mason County,960100,284,3,105,2.9%,0,222,0.0%,14,68,20.6%,7.4%,0.0%
53045960200,53,WA,045,Mason County,960200,"2,015",23,672,3.4%,1,"1,703",0.1%,115,437,26.3%,7.4%,0.0%
53045960300,53,WA,045,Mason County,960300,"2,097",45,"1,192",3.8%,0,"2,242",0.0%,226,775,29.2%,7.4%,0.0%
53045960400,53,WA,045,Mason County,960400,"2,292",43,"1,623",2.6%,0,"2,337",0.0%,204,"1,055",19.3%,7.4%,0.0%
53045960500,53,WA,045,Mason County,960500,"1,521",43,"1,309",3.3%,0,"2,095",0.0%,211,851,24.8%,7.4%,0.0%
53045960600,53,WA,045,Mason County,960600,"1,116",36,751,4.8%,1,"1,258",0.1%,187,488,38.3%,7.4%,0.0%
53045960700,53,WA,045,Mason County,960700,625,18,326,5.5%,27,670,4.0%,93,212,43.9%,7.4%,0.0%
53045960800,53,WA,045,Mason County,960800,"1,444",25,574,4.4%,40,"1,616",2.5%,130,373,34.9%,7.4%,0.0%
53045960900,53,WA,045,Mason County,960900,"1,509",62,"1,108",5.6%,52,"1,766",2.9%,329,720,45.7%,7.4%,0.0%
53045961000,53,WA,045,Mason County,961000,"1,643",29,877,3.3%,6,"1,793",0.3%,142,570,24.9%,7.4%,0.0%
53045961100,53,WA,045,Mason County,961100,"1,860",36,998,3.6%,0,"2,598",0.0%,181,649,27.9%,7.4%,0.0%
53045961200,53,WA,045,Mason County,961200,"1,073",24,603,4.0%,0,"1,316",0.0%,124,392,31.6%,7.4%,0.0%
53045961300,53,WA,045,Mason County,961300,"1,158",16,431,3.7%,0,"1,257",0.0%,82,280,29.3%,7.4%,0.0%
53045961400,53,WA,045,Mason County,961400,239,1,29,3.4%,0,229,0.0%,5,19,26.3%,7.4%,0.0%
53047970100,53,WA,047,Okanogan County,970100,"1,057",3,92,3.3%,59,550,10.7%,17,60,28.3%,6.9%,0.0%
53047970200,53,WA,047,Okanogan County,970200,"1,020",2,46,4.3%,0,289,0.0%,8,30,26.7%,6.9%,0.0%
53047970300,53,WA,047,Okanogan County,970300,"2,662",14,483,2.9%,0,"1,903",0.0%,72,314,22.9%,6.9%,0.0%
53047970400,53,WA,047,Okanogan County,970400,"1,375",10,309,3.2%,0,940,0.0%,52,201,25.9%,6.9%,0.0%
53047970500,53,WA,047,Okanogan County,970500,974,3,131,2.3%,0,478,0.0%,15,85,17.6%,6.9%,0.0%
53047970600,53,WA,047,Okanogan County,970600,"2,513",20,685,2.9%,0,"1,470",0.0%,101,445,22.7%,6.9%,0.0%
53047970700,53,WA,047,Okanogan County,970700,"1,511",9,303,3.0%,0,777,0.0%,44,197,22.3%,6.9%,0.0%
53047970800,53,WA,047,Okanogan County,970800,"1,532",9,295,3.1%,0,411,0.0%,47,192,24.5%,6.9%,0.0%
53047970900,53,WA,047,Okanogan County,970900,796,3,229,1.3%,0,569,0.0%,10,149,6.7%,6.9%,0.0%
53047971000,53,WA,047,Okanogan County,971000,"1,578",7,315,2.2%,0,528,0.0%,34,205,16.6%,6.9%,0.0%
53049950200,53,WA,049,Pacific County,950200,"1,818",14,346,4.0%,44,"2,052",2.1%,71,225,31.6%,7.7%,0.0%
53049950300,53,WA,049,Pacific County,950300,"1,621",10,275,3.6%,0,373,0.0%,49,179,27.4%,7.7%,0.0%
53049950400,53,WA,049,Pacific County,950400,"1,489",8,297,2.7%,0,948,0.0%,37,193,19.2%,7.7%,0.0%
53049950500,53,WA,049,Pacific County,950500,"1,123",9,289,3.1%,0,320,0.0%,42,188,22.3%,7.7%,0.0%
53049950600,53,WA,049,Pacific County,950600,672,3,122,2.5%,0,294,0.0%,16,79,20.3%,7.7%,0.0%
53049950700,53,WA,049,Pacific County,950700,"1,269",9,234,3.8%,0,995,0.0%,43,152,28.3%,7.7%,0.0%
53049950800,53,WA,049,Pacific County,950800,"1,097",8,257,3.1%,0,924,0.0%,37,167,22.2%,7.7%,0.0%
53051970100,53,WA,051,Pend Oreille County,970100,830,7,206,3.4%,0,178,0.0%,35,134,26.1%,8.2%,0.0%
53051970200,53,WA,051,Pend Oreille County,970200,946,8,240,3.3%,0,822,0.0%,37,156,23.7%,8.2%,0.0%
53051970300,53,WA,051,Pend Oreille County,970300,"1,151",11,342,3.2%,0,759,0.0%,51,222,23.0%,8.2%,0.0%
53051970400,53,WA,051,Pend Oreille County,970400,877,6,245,2.4%,0,853,0.0%,26,159,16.4%,8.2%,0.0%
53051970500,53,WA,051,Pend Oreille County,970500,829,7,266,2.6%,0,834,0.0%,28,173,16.2%,8.2%,0.0%
53053060102,53,WA,053,Pierce County,060102,"1,759",85,"2,275",3.7%,37,"2,009",1.8%,449,"1,479",30.4%,6.7%,-1.0%
53053060103,53,WA,053,Pierce County,060103,"1,523",33,"1,405",2.3%,30,"1,612",1.9%,161,913,17.6%,6.6%,-1.0%
53053060104,53,WA,053,Pierce County,060104,"2,097",41,"1,731",2.4%,65,"2,373",2.7%,203,"1,125",18.0%,6.7%,-1.0%
53053060200,53,WA,053,Pierce County,060200,216,1,103,1.0%,37,432,8.6%,5,67,7.5%,6.6%,-1.0%
53053060300,53,WA,053,Pierce County,060300,"1,718",32,"1,363",2.3%,129,"1,899",6.8%,160,886,18.1%,6.6%,-1.0%
53053060400,53,WA,053,Pierce County,060400,"1,689",27,"1,346",2.0%,60,"1,725",3.5%,130,875,14.9%,6.7%,-1.0%
53053060500,53,WA,053,Pierce County,060500,"1,666",18,"1,197",1.5%,72,"1,738",4.1%,78,778,10.0%,6.7%,-1.0%
53053060600,53,WA,053,Pierce County,060600,"2,681",28,"1,280",2.2%,153,"2,856",5.4%,138,832,16.6%,6.7%,-1.0%
53053060700,53,WA,053,Pierce County,060700,"2,251",36,"1,485",2.4%,84,"2,271",3.7%,175,965,18.1%,6.7%,-1.0%
53053060800,53,WA,053,Pierce County,060800,"2,203",37,"1,666",2.2%,66,"2,233",3.0%,181,"1,083",16.7%,6.7%,-1.0%
53053060903,53,WA,053,Pierce County,060903,"1,245",26,932,2.8%,28,"1,381",2.0%,129,606,21.3%,6.7%,-1.0%
53053060904,53,WA,053,Pierce County,060904,"2,382",33,"1,141",2.9%,159,"2,339",6.8%,165,742,22.2%,6.7%,-1.0%
53053060905,53,WA,053,Pierce County,060905,"2,944",39,"1,337",2.9%,104,"3,231",3.2%,200,869,23.0%,6.7%,-1.0%
53053060906,53,WA,053,Pierce County,060906,848,17,581,2.9%,28,916,3.1%,88,378,23.3%,6.7%,-1.0%
53053061001,53,WA,053,Pierce County,061001,"1,766",23,988,2.3%,130,"1,955",6.6%,110,642,17.1%,6.7%,-1.0%
53053061002,53,WA,053,Pierce County,061002,"2,230",26,721,3.6%,57,"2,253",2.5%,135,469,28.8%,6.7%,-1.0%
53053061100,53,WA,053,Pierce County,061100,"2,775",60,"1,775",3.4%,52,"2,949",1.8%,312,"1,154",27.0%,6.7%,-1.0%
53053061200,53,WA,053,Pierce County,061200,"2,050",61,"1,637",3.7%,95,"2,011",4.7%,321,"1,064",30.2%,6.7%,-1.0%
53053061300,53,WA,053,Pierce County,061300,"1,780",65,"1,238",5.3%,138,"2,012",6.9%,354,805,44.0%,6.7%,-1.0%
53053061400,53,WA,053,Pierce County,061400,"1,177",9,166,5.4%,119,"1,501",7.9%,48,108,44.4%,6.7%,-1.0%
53053061500,53,WA,053,Pierce County,061500,"3,022",14,566,2.5%,240,"3,320",7.2%,70,368,19.0%,6.7%,-1.0%
53053061601,53,WA,053,Pierce County,061601,904,3,211,1.4%,112,"1,062",10.5%,13,137,9.5%,6.7%,-1.0%
53053061602,53,WA,053,Pierce County,061602,310,2,57,3.5%,58,514,11.3%,12,37,32.4%,6.7%,-1.0%
53053061700,53,WA,053,Pierce County,061700,"1,413",69,"1,315",5.2%,138,"1,857",7.4%,373,855,43.6%,6.7%,-1.0%
53053061800,53,WA,053,Pierce County,061800,"1,111",41,771,5.3%,66,"1,127",5.9%,221,501,44.1%,6.7%,-1.0%
53053061900,53,WA,053,Pierce County,061900,686,28,571,4.9%,80,863,9.3%,149,371,40.2%,6.7%,-1.0%
53053062000,53,WA,053,Pierce County,062000,"1,602",66,"1,265",5.2%,82,"1,846",4.4%,356,822,43.3%,6.7%,-1.0%
53053062100,53,WA,053,Pierce County,062100,"1,002",49,831,5.9%,79,"1,097",7.2%,271,540,50.2%,6.7%,-1.0%
53053062200,53,WA,053,Pierce County,062200,832,4,134,3.0%,11,557,2.0%,22,87,25.3%,6.7%,-1.0%
53053062300,53,WA,053,Pierce County,062300,"1,485",85,"1,480",5.7%,61,"1,700",3.6%,463,962,48.1%,6.7%,-1.0%
53053062400,53,WA,053,Pierce County,062400,"2,085",89,"1,904",4.7%,101,"2,269",4.5%,480,"1,238",38.8%,6.7%,-1.0%
53053062500,53,WA,053,Pierce County,062500,"2,752",129,"2,512",5.1%,170,"2,893",5.9%,699,"1,633",42.8%,6.7%,-1.0%
53053062600,53,WA,053,Pierce County,062600,978,32,549,5.8%,103,"1,187",8.7%,173,357,48.5%,6.7%,-1.0%
53053062801,53,WA,053,Pierce County,062801,"2,626",34,777,4.4%,81,"2,853",2.8%,182,505,36.0%,6.7%,-1.0%
53053062802,53,WA,053,Pierce County,062802,"1,346",54,"1,146",4.7%,63,"1,603",3.9%,288,745,38.7%,6.7%,-1.0%
53053062900,53,WA,053,Pierce County,062900,"2,594",95,"1,729",5.5%,220,"3,051",7.2%,519,"1,124",46.2%,6.7%,-1.0%
53053063000,53,WA,053,Pierce County,063000,"1,180",44,801,5.5%,35,"1,207",2.9%,242,521,46.4%,6.7%,-1.0%
53053063100,53,WA,053,Pierce County,063100,"1,550",77,"1,498",5.1%,66,"1,637",4.0%,415,974,42.6%,6.7%,-1.0%
53053063200,53,WA,053,Pierce County,063200,"1,822",88,"1,744",5.0%,61,"1,903",3.2%,474,"1,134",41.8%,6.7%,-1.0%
53053063300,53,WA,053,Pierce County,063300,"2,030",132,"2,189",6.0%,119,"2,329",5.1%,723,"1,423",50.8%,6.7%,-1.0%
53053063400,53,WA,053,Pierce County,063400,"2,615",99,"1,980",5.0%,89,"2,906",3.1%,535,"1,287",41.6%,6.7%,-1.0%
53053063501,53,WA,053,Pierce County,063501,"1,571",42,938,4.5%,45,"1,614",2.8%,224,610,36.7%,6.7%,-1.0%
53053063502,53,WA,053,Pierce County,063502,"1,448",63,"1,303",4.8%,48,"1,720",2.8%,338,847,39.9%,6.7%,-1.0%
53053070100,53,WA,053,Pierce County,070100,829,42,"1,225",3.4%,0,"1,146",0.0%,222,796,27.9%,6.4%,-1.0%
53053070203,53,WA,053,Pierce County,070203,"1,317",32,"1,105",2.9%,0,"1,703",0.0%,165,718,23.0%,6.4%,-1.0%
53053070204,53,WA,053,Pierce County,070204,"1,283",38,855,4.4%,0,"1,267",0.0%,208,556,37.4%,6.4%,-1.0%
53053070205,53,WA,053,Pierce County,070205,"1,175",25,935,2.7%,0,"1,156",0.0%,127,608,20.9%,6.4%,-1.0%
53053070206,53,WA,053,Pierce County,070206,"1,337",33,"1,008",3.3%,0,667,0.0%,175,655,26.7%,6.4%,-1.0%
53053070207,53,WA,053,Pierce County,070207,"1,577",37,"1,218",3.0%,0,724,0.0%,195,792,24.6%,6.4%,-1.0%
53053070303,53,WA,053,Pierce County,070303,"2,458",107,"3,995",2.7%,1,"3,832",0.0%,551,"2,597",21.2%,6.4%,-1.0%
53053070306,53,WA,053,Pierce County,070306,"1,714",88,"3,797",2.3%,32,"4,107",0.8%,448,"2,468",18.2%,6.4%,-1.0%
53053070307,53,WA,053,Pierce County,070307,"1,215",25,"1,383",1.8%,0,"1,600",0.0%,123,899,13.7%,6.4%,-1.0%
53053070308,53,WA,053,Pierce County,070308,"1,128",51,"1,646",3.1%,0,"1,231",0.0%,270,"1,070",25.2%,6.4%,-1.0%
53053070309,53,WA,053,Pierce County,070309,"1,550",58,"1,861",3.1%,0,"1,994",0.0%,304,"1,210",25.1%,6.4%,-1.0%
53053070310,53,WA,053,Pierce County,070310,"1,319",52,"1,658",3.1%,0,"1,751",0.0%,273,"1,078",25.3%,6.4%,-1.0%
53053070311,53,WA,053,Pierce County,070311,"1,466",52,"1,729",3.0%,0,"1,492",0.0%,270,"1,124",24.0%,6.4%,-1.0%
53053070401,53,WA,053,Pierce County,070401,782,15,538,2.8%,25,771,3.2%,75,350,21.4%,6.4%,-1.0%
53053070402,53,WA,053,Pierce County,070402,"1,715",130,"3,292",3.9%,0,"2,155",0.0%,701,"2,140",32.8%,6.4%,-1.0%
53053070500,53,WA,053,Pierce County,070500,"2,016",26,801,3.2%,68,"2,089",3.3%,141,521,27.1%,6.2%,-1.0%
53053070600,53,WA,053,Pierce County,070600,170,2,54,3.7%,0,166,0.0%,10,35,28.6%,6.4%,-1.0%
53053070701,53,WA,053,Pierce County,070701,"2,530",34,"1,595",2.1%,40,"2,734",1.5%,168,"1,037",16.2%,6.4%,-1.0%
53053070703,53,WA,053,Pierce County,070703,"2,045",43,"1,408",3.1%,3,"2,685",0.1%,226,915,24.7%,6.4%,-1.0%
53053070704,53,WA,053,Pierce County,070704,978,28,"1,075",2.6%,45,"1,087",4.1%,141,699,20.2%,6.4%,-1.0%
53053070800,53,WA,053,Pierce County,070800,"1,086",17,800,2.1%,55,"1,192",4.6%,81,520,15.6%,6.5%,-1.0%
53053070900,53,WA,053,Pierce County,070900,"2,721",61,"1,863",3.3%,55,"4,182",1.3%,324,"1,211",26.8%,6.4%,-1.0%
53053071000,53,WA,053,Pierce County,071000,"2,513",43,"1,535",2.8%,81,"2,614",3.1%,221,998,22.1%,6.4%,-1.0%
53053071100,53,WA,053,Pierce County,071100,933,14,451,3.1%,48,999,4.8%,74,293,25.3%,6.4%,-1.0%
